City,State,Population,Land_Area,Location_Coordinates,Airports,Wiki_Page,City_Description
Akron,Ohio,"198,006",62.0 sq mi,41°04′50″N 81°31′17″W﻿ ,,"https://en.wikipedia.org/wiki/Akron,_Ohio",b'Akron (/krn/) is the fifth-largest city in the U.S. state of Ohio and is the county seat of Summit County. It is located on the western edge of the Glaciated Allegheny Plateau about 30 miles (48 km) south of Cleveland. As of the 2017 Census estimate the city proper had a total population of 197846 making it the 119th-largest city in the United States. The Greater Akron area covering Summit and Portage counties had an estimated population of 703505.[2]'
Little Rock,Arkansas,"197,881",118.7 sq mi,34°43′31″N 92°21′31″W﻿ ,Clinton National Airport/Adams Field (LIT),"https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","b'Little Rock is the capital and most populous city of the U.S. state of Arkansas. As the county seat of Pulaski County the city was incorporated on November 7 1831 on the south bank of the Arkansas River close to the state\'s geographic center. The city derives its name from a rock formation along the river named the ""Little Rock"" (French: La Petite Roche) by the French explorer Jean-Baptiste Benard de la Harpe in the 1720s. The capital of the Arkansas Territory was moved to Little Rock from Arkansas Post in 1821. The city\'s population was 198541 in 2016 according to the United States Census Bureau. The six-county Little Rock-North Little Rock-Conway AR Metropolitan Statistical Area (MSA) is ranked 78th in terms of population in the United States with 738344 residents according to the 2017 estimate by the United States Census Bureau.[4][5]'"
Huntsville,Alabama,"197,318",213.4 sq mi,34°41′56″N 86°40′23″W﻿ ,,"https://en.wikipedia.org/wiki/Huntsville,_Alabama",b'Huntsville is a city located primarily in Madison County in the Appalachian region of northern Alabama.[9] Huntsville is the county seat of Madison County.[10] The city extends west into neighboring Limestone County[11] and south into Morgan County.[12]'
Augusta,Georgia,"196,939",302.5 sq mi,33°21′56″N 82°04′24″W﻿ ,,"https://en.wikipedia.org/wiki/Augusta,_Georgia","b""Augusta (US: /st/) officially AugustaRichmond County is a consolidated city-county on the central eastern border of the U.S. state of Georgia. The city lies across the Savannah River from South Carolina at the head of its navigable portion. Georgia's second-largest city after Atlanta Augusta is located in the Piedmont section of the state."""
Port St. Lucie,Florida,"195,248",118.9 sq mi,27°16′50″N 80°23′18″W﻿ ,,"https://en.wikipedia.org/wiki/Port_St._Lucie,_Florida",b'Port St. Lucie was a largely uninhabited tract of land south of White City in the 1950s composed of a fishing camp a few farms and businesses near U.S. 1. In 1958 with a budget of $5 the General Development Corporation (GDC) purchased the River Park development and 40000 acres (160 km2) along the North Fork of the St. Lucie River.[12] In 1959 the GDC opened its first bridge over the St. Lucie River allowing for direct automobile access to Port St. Lucie.'
Grand Prairie,Texas,"194,614",72.3 sq mi,32°41′13″N 97°01′16″W﻿ ,,"https://en.wikipedia.org/wiki/Grand_Prairie,_Texas",b'The city of Grand Prairie was first established as Dechman by Alexander McRae Dechman in 1863. Prior to then he resided in Young County near Fort Belknap. The 1860 U.S. Federal Census - Slave Schedules shows an A McR Dechman as having 4 slaves ages 50 25 37 and 10. Dechman learned that he could trade his oxen and wagons for land in Dallas County. In 1863 Dechman bought 239.5 acres (96.9 ha) of land on the eastern side of the Trinity River and 100 acres (40 ha) of timber land on the west side of the river for a broken-down wagon oxen team and US$200 in Confederate money. He tried to establish a home on the property but ran into difficulties so he returned to his family in Birdville before joining in the Civil War. In 1867 he filed a town plat consisting of 50 acres (20 ha) with Dallas County.'
Columbus,Georgia,"194,160",216.4 sq mi,32°30′37″N 84°52′30″W﻿ ,Columbus Airport-CSG,"https://en.wikipedia.org/wiki/Columbus,_Georgia",b'Columbus is a consolidated city-county located on the west central border of the U.S. state of Georgia. Located on the Chattahoochee River directly across from Phenix City Alabama Columbus is the county seat of Muscogee County with which it officially merged in 1970.[4] Columbus is the third-largest city in Georgia and the fourth-largest metropolitan area. According to the 2017 estimates from the U.S. Census Bureau Columbus has a population of 194058 residents with 303811 in the Columbus metropolitan area.[2] The metro area joins the nearby Alabama cities of Auburn and Opelika to form the ColumbusAuburnOpelika Combined Statistical Area which has a 2017 estimated population of 499128.'
Tallahassee,Florida,"193,551",100.4 sq mi,30°27′18″N 84°15′12″W﻿ ,,"https://en.wikipedia.org/wiki/Tallahassee,_Florida",b'Tallahassee (/tlhsi/) is the capital city of the U.S. state of Florida. It is the county seat and only incorporated municipality in Leon County. Tallahassee became the capital of Florida then the Florida Territory in 1824. In 2017 the population was 191049 making it the 7th-largest city in the U.S state of Florida and the 126th-largest city in the United States.[6] The population of the Tallahassee metropolitan area was 385145 as of 2018[update]. Tallahassee is the largest city in the Florida Big Bend and Florida Panhandle region and the main center for trade and agriculture in the Florida Big Bend and Southwest Georgia regions.'
Overland Park,Kansas,"192,536",75.1 sq mi,38°53′20″N 94°41′26″W﻿ ,,"https://en.wikipedia.org/wiki/Overland_Park,_Kansas","b""Overland Park traces its roots to 1905 with the arrival of its founder William B. Strang Jr.[9] who began to plot subdivisions along an old military roadway which later became the city's principal thoroughfare. Strang developed large portions of what would later become downtown Overland Park.[10]"""
Tempe,Arizona,"192,364",40.0 sq mi,33°23′18″N 111°55′54″W﻿ ,,"https://en.wikipedia.org/wiki/Tempe,_Arizona",b'The Hohokam lived in this area and built canals to support their agriculture. They abandoned their settlements during the 15th century with a few individuals and families remaining nearby.'
McKinney,Texas,"191,645",63.0 sq mi,33°11′55″N 96°40′05″W﻿ ,,"https://en.wikipedia.org/wiki/McKinney,_Texas","b""McKinney is a city in and the county seat of Collin County Texas[5] United States. It is Collin County's second-largest city after Plano. Part of the Dallas-Fort Worth metroplex McKinney is about 32 miles (51 km) north of Dallas."""
Mobile,Alabama,"189,572",139.4 sq mi,30°40′06″N 88°06′01″W﻿ ,Mobile Regional Airport,"https://en.wikipedia.org/wiki/Mobile,_Alabama",b'Mobile (/mobil/ moh-BEEL; French pronunciation: [m.bil]) is the county seat of Mobile County Alabama United States. The population within the city limits was 195111 as of the 2010 United States Census[8] making it the third most populous city in Alabama the most populous in Mobile County and the largest municipality on the Gulf Coast between New Orleans Louisiana and St. Petersburg Florida.'
Cape Coral,Florida,"189,343",105.6 sq mi,26°38′36″N 81°59′51″W﻿ ,,"https://en.wikipedia.org/wiki/Cape_Coral,_Florida","b'Cape Coral /krl/ is a city located in Lee County Florida United States on the Gulf of Mexico.  Founded in 1957 and developed as a planned community the city grew to a population of 154305 by the year 2010.[6] The city\'s population estimate was 165831 for 2013 and 179804 for 2016. With an area of 120 square miles (310 km2) Cape Coral is the largest city between Tampa and Miami. It is a principal city in the Cape Coral  Fort Myers Florida Metropolitan Statistical Area. The population estimate for the statistical area was 679513 for 2014.[2] The city is known as a ""Waterfront Wonderland""; with over 400 mi (640 km) of navigable waterways.'"
Shreveport,Louisiana,"188,987",107.1 sq mi,32°28′01″N 93°47′32″W﻿ ,Shreveport Regional Airport,"https://en.wikipedia.org/wiki/Shreveport,_Louisiana","b""Shreveport (/rivprt/ SHREEV-port) is a city in the U.S. state of Louisiana. It is the most populous city in the Shreveport-Bossier City metropolitan area. Shreveport ranks third in population in Louisiana after New Orleans and Baton Rouge and 133rd in the U.S. The bulk of Shreveport is in Caddo Parish of which it is the parish seat.[5] Shreveport extends along the west bank of the Red River (most notably at Wright Island the Charles and Marie Hamel Memorial Park and Bagley Island) into neighboring Bossier Parish. The population of Shreveport was 199311 as of the 2010 U.S. Census.[6] The United States Census Bureau's 2018 estimate for the city's population decreased to 188987.[7]"""
Frisco,Texas,"188,170",67.7 sq mi,33°09′19″N 96°49′21″W﻿ ,,"https://en.wikipedia.org/wiki/Frisco,_Texas",b'The city population was 116989 at the 2010 census.[3] As of April 1 2019 the city had an estimated population of 186087.[1] Frisco was the fastest-growing city in the United States in 2017[4] and also the fastest-growing city in the nation from 2000 to 2009. In the late 1990s the northern Dallas-Fort Worth metroplex suburban development tide hit the northern border of Plano and spilled into Frisco sparking explosive growth into the 2000s. Like many of the cities in the northern suburbs of Dallas Frisco serves as a bedroom community for many professionals who work in the Dallas-Fort Worth metroplex.'
Knoxville,Tennessee,"187,500",98.5 sq mi,35°58′15″N 83°56′57″W﻿ ,,"https://en.wikipedia.org/wiki/Knoxville,_Tennessee","b""Knoxville is a city in the U.S. state of Tennessee and the county seat of Knox County.[13] As of the 2010 census the city has a population of 178874 and is Tennessee's third largest city after Nashville and Memphis.[14] Knoxville is the principal city of the Knoxville Metropolitan Statistical Area which was 868546 in 2015.[15]"""
